uuid,source_dir,index,json_file,visual_glb,collision_glb,image_file
886aea23-7ad0-4e70-9d79-3ccb47a14876,101_milk-tea,0,model_data0.json,base0.glb,base0.glb,base0.jpg
f5905fb4-f917-4d1e-b140-5c5e6bf0436e,101_milk-tea,1,model_data1.json,base1.glb,base1.glb,base1.jpg
4373bcb2-0b26-4eb0-9c0f-8fb3e6d642a6,101_milk-tea,2,model_data2.json,base2.glb,base2.glb,base2.jpg
1e1a99ab-4fe7-46b3-ade1-41e40e038d74,101_milk-tea,4,model_data4.json,base4.glb,base4.glb,base4.jpg
8404fd1f-dce0-4271-afb7-f4ba80515c17,101_milk-tea,5,model_data5.json,base5.glb,base5.glb,base5.jpg
fb237651-e353-4431-acd3-d22ab2f48d9a,101_milk-tea,6,model_data6.json,base6.glb,base6.glb,base6.jpg
80857190-d4af-4112-9465-4d5c141f118e,102_roller,0,model_data0.json,base0.glb,base0.glb,base0.jpg
d11e57cf-54d1-479e-b6c7-ce5f2b74eb52,102_roller,1,model_data1.json,base1.glb,base1.glb,base1.jpg
3a1d5570-1af7-48a4-ae26-7e494884adb9,102_roller,2,model_data2.json,base2.glb,base2.glb,base2.jpg
39c86e88-c4c0-4704-9fb4-cca3755d2ed9,103_fruit,0,model_data0.json,base0.glb,base0.glb,base0.jpg
91704eba-b6e1-4165-8417-00509ce7d98b,103_fruit,1,model_data1.json,base1.glb,base1.glb,base1.jpg
14f6140c-bda3-4ad0-9968-69a4df7446eb,103_fruit,2,model_data2.json,base2.glb,base2.glb,base2.jpg
eb14d4ff-b21d-4637-8423-67bc326ff67f,103_fruit,3,model_data3.json,base3.glb,base3.glb,base3.jpg
305c640f-0eb8-4286-b8fd-1abb0fbd9c1c,103_fruit,4,model_data4.json,base4.glb,base4.glb,base4.jpg
ccae8ade-5a7c-4728-9272-dc94fc66bb7c,103_fruit,5,model_data5.json,base5.glb,base5.glb,base5.jpg
b8c91dfa-09ff-423d-84d3-ba5fc5f86323,103_fruit,6,model_data6.json,base6.glb,base6.glb,base6.jpg
cc1e6630-4ef4-4e21-8bdc-8da2ff7a1380,104_board,0,model_data0.json,base0.glb,base0.glb,base0.jpg
10034027-d568-48cf-a8b3-ffdded10b4c1,104_board,1,model_data1.json,base1.glb,base1.glb,base1.jpg
78e7721c-0aa2-428f-a1bd-9855e61e66d7,104_board,2,model_data2.json,base2.glb,base2.glb,base2.jpg
348d1cdc-6834-4b52-8629-1b03741c99de,104_board,3,model_data3.json,base3.glb,base3.glb,base3.jpg
a28e20a8-c92e-4fc5-a09a-abcda683cbaf,104_board,4,model_data4.json,base4.glb,base4.glb,base4.jpg
fa48ccbc-ccfc-4ed3-83e6-a1d45260988e,105_sauce-can,0,model_data0.json,base0.glb,base0.glb,base0.jpg
4959edf8-ee61-4784-8ccd-411fc4bb4cd7,105_sauce-can,2,model_data2.json,base2.glb,base2.glb,base2.jpg
d697e0fa-a5d5-46f5-8ad4-782c5e7573fe,105_sauce-can,4,model_data4.json,base4.glb,base4.glb,base4.jpg
fdd253d2-befc-421d-b3a0-751b97569537,105_sauce-can,5,model_data5.json,base5.glb,base5.glb,base5.jpg
7c09cc4e-5a47-4b36-9246-6a5c065b3ee6,105_sauce-can,6,model_data6.json,base6.glb,base6.glb,base6.jpg
bb33262a-7938-48ff-a4b8-6e45ee609ecd,106_skillet,0,model_data0.json,base0.glb,base0.glb,base0.jpg
5eed2915-f13e-4a40-afa2-de1c578cb71f,106_skillet,1,model_data1.json,base1.glb,base1.glb,base1.jpg
84a70c02-79cb-4adf-9929-e2b160f24c97,106_skillet,2,model_data2.json,base2.glb,base2.glb,base2.jpg
ab962f95-41db-40fd-a8de-12871dc8f6e7,106_skillet,3,model_data3.json,base3.glb,base3.glb,base3.jpg
10a93ff5-a3c6-40a4-9f2e-d961d7a10869,107_soap,0,model_data0.json,base0.glb,base0.glb,base0.jpg
7e588891-15cd-4a36-a17b-a246fbce6b1e,107_soap,1,model_data1.json,base1.glb,base1.glb,base1.jpg
da07d463-a45c-438d-9f95-cdc6f381da87,107_soap,2,model_data2.json,base2.glb,base2.glb,base2.jpg
1b549f92-8acd-47f0-8741-26881d89df49,107_soap,3,model_data3.json,base3.glb,base3.glb,base3.jpg
cb5212e5-9e84-4daf-bf03-1f9c308734bd,108_block,0,model_data0.json,base0.glb,base0.glb,base0.jpg
7959b3a5-7b6a-4a93-b493-eefd929afbb1,108_block,1,model_data1.json,base1.glb,base1.glb,base1.jpg
1dbc90b1-1481-4ece-b9dd-49dac2f52ee7,108_block,2,model_data2.json,base2.glb,base2.glb,base2.jpg
606ecb5c-fcbe-49c5-af6e-ef06fa8c9a76,108_block,3,model_data3.json,base3.glb,base3.glb,base3.jpg
036ed941-bde8-4426-bcc5-61cc44b56d23,108_block,4,model_data4.json,base4.glb,base4.glb,base4.jpg
a659599e-23b9-45e2-b589-3b8872c19b78,108_block,5,model_data5.json,base5.glb,base5.glb,base5.jpg
92c37c6d-b7a1-43c9-9514-420255257198,108_block,6,model_data6.json,base6.glb,base6.glb,base6.jpg
a82dc5d4-c97d-4dd4-b938-488fb61b8848,109_hydrating-oil,0,model_data0.json,base0.glb,base0.glb,base0.jpg
022d5a69-0489-4e43-8125-81bab23495d7,109_hydrating-oil,1,model_data1.json,base1.glb,base1.glb,base1.jpg
03009e18-d171-4b19-a769-fcab6b77ef75,109_hydrating-oil,2,model_data2.json,base2.glb,base2.glb,base2.jpg
9a41ef6e-e1b0-49b0-88f3-08bc1bd2e5ba,109_hydrating-oil,5,model_data5.json,base5.glb,base5.glb,base5.jpg
1dbc08f5-d5a0-4463-bc2d-19f99f467b56,110_basket,0,model_data0.json,base0.glb,base0.glb,base0.jpg
23d24cf9-ee80-4219-8b09-df6ff49105de,110_basket,1,model_data1.json,base1.glb,base1.glb,base1.jpg
fd1100f9-6871-40aa-90dd-0a89b31c5535,110_basket,2,model_data2.json,base2.glb,base2.glb,base2.jpg
89cd4f7a-d5f0-43cf-b2e7-dd6a54b140dc,110_basket,3,model_data3.json,base3.glb,base3.glb,base3.jpg
e7f3b550-5040-4567-ae61-a2c2c92ce2c7,111_callbell,0,model_data0.json,base0.glb,base0.glb,base0.jpg
d59e8adb-6f09-4d32-ba6d-681717c4b313,111_callbell,1,model_data1.json,base1.glb,base1.glb,base1.jpg
da8fcbdf-49b8-44c9-afbe-a7e5dd39c72a,111_callbell,2,model_data2.json,base2.glb,base2.glb,base2.jpg
a68132dd-b99e-41aa-8dc3-f13e793f4aa6,111_callbell,3,model_data3.json,base3.glb,base3.glb,base3.jpg
895e505e-56a4-4841-b8e5-a5435764d951,111_callbell,4,model_data4.json,base4.glb,base4.glb,base4.jpg
74346391-01bb-41ff-81b3-2e958bb91b07,111_callbell,5,model_data5.json,base5.glb,base5.glb,base5.jpg
b552e1f6-3e4f-494c-8b63-772ef0a88d79,112_tea-box,0,model_data0.json,base0.glb,base0.glb,base0.jpg
1cfa5169-ee62-4caa-9e96-72510ae60ec2,112_tea-box,1,model_data1.json,base1.glb,base1.glb,base1.jpg
d5661b08-d211-4916-bb14-57513f3cb00f,112_tea-box,2,model_data2.json,base2.glb,base2.glb,base2.jpg
7b084ecb-0834-46ce-9ba1-118912c7fa59,112_tea-box,3,model_data3.json,base3.glb,base3.glb,base3.jpg
939e2468-9a24-464c-bf42-85df9fb51570,112_tea-box,4,model_data4.json,base4.glb,base4.glb,base4.jpg
f9d3016e-ac2a-4afd-935c-4da18d30ebf3,112_tea-box,5,model_data5.json,base5.glb,base5.glb,base5.jpg
24c55991-b88c-43c4-b690-273128912e09,113_coffee-box,0,model_data0.json,base0.glb,base0.glb,base0.jpg
14b635e4-4b2e-4e5c-9d4a-e05265e7868e,113_coffee-box,1,model_data1.json,base1.glb,base1.glb,base1.jpg
3a1e099e-38e2-457f-8b27-02a9a18b2604,113_coffee-box,2,model_data2.json,base2.glb,base2.glb,base2.jpg
112201f8-fdfd-4f1d-a06a-cb7348186a40,113_coffee-box,3,model_data3.json,base3.glb,base3.glb,base3.jpg
ddd509fd-b7cc-4135-91a6-981b7c50ab75,113_coffee-box,4,model_data4.json,base4.glb,base4.glb,base4.jpg
264c5fa5-dbda-4ffe-bd90-26c5031469e0,113_coffee-box,5,model_data5.json,base5.glb,base5.glb,base5.jpg
3d2c90fe-baf9-4fe5-b2a9-754a29415fe3,113_coffee-box,6,model_data6.json,base6.glb,base6.glb,base6.jpg
5fdf9842-246b-4b7e-bcb9-644c980d3873,114_bottle,1,model_data1.json,base1.glb,base1.glb,base1.jpg
70a8e2f9-9b8d-45f2-aae6-59dad6c94045,114_bottle,2,model_data2.json,base2.glb,base2.glb,base2.jpg
bcfaf93d-5388-4f91-a81c-25c58c08f70d,114_bottle,3,model_data3.json,base3.glb,base3.glb,base3.jpg
41d7bf47-f9aa-4f43-b662-e665978491ed,114_bottle,4,model_data4.json,base4.glb,base4.glb,base4.jpg
866f1a15-62bf-40dd-8803-dbc0e81945a6,115_perfume,0,model_data0.json,base0.glb,base0.glb,base0.jpg
b01a4724-2023-4cfc-af06-eee9046e5108,115_perfume,1,model_data1.json,base1.glb,base1.glb,base1.jpg
bb42145c-9c63-4a36-93e8-612e26d41e17,115_perfume,2,model_data2.json,base2.glb,base2.glb,base2.jpg
1671a6ad-0931-4f05-8b76-bc8c2addebe0,115_perfume,3,model_data3.json,base3.glb,base3.glb,base3.jpg
1381294f-cf70-4d74-8074-7000662093f3,116_keyboard,0,model_data0.json,base0.glb,base0.glb,base0.jpg
10ea2e73-6b17-430e-b10d-c43a75189a72,116_keyboard,1,model_data1.json,base1.glb,base1.glb,base1.jpg
9ae18707-dd56-4d46-b11a-2284df9c4df7,116_keyboard,2,model_data2.json,base2.glb,base2.glb,base2.jpg
e692e6bd-2e95-40d7-8979-c64c3825b7bd,116_keyboard,3,model_data3.json,base3.glb,base3.glb,base3.jpg
6ea25e85-6fa8-4387-8565-1de4065d628b,117_whiteboard-eraser,0,model_data0.json,base0.glb,base0.glb,base0.jpg
7d31ef75-83f0-44c1-bb73-31cabb82416f,118_tooth-paste,0,model_data0.json,base0.glb,base0.glb,base0.jpg
c8be82f8-b321-4690-8593-88e04c3d62ad,119_mini-chalkboard,0,model_data0.json,base0.glb,base0.glb,base0.jpg
8734fd2c-7126-4300-84cc-4574556768c7,120_plant,0,model_data0.json,base0.glb,base0.glb,base0.jpg
